comment,label
bang punya ku kok gak kluar suaranya ya,0
Knpa gk ada suaranya ya pas sudah jadi,0
Prompt nya bahasa inggris kok videonya bisa bhs indo lngsung gituh bang,0
Veo 3 reviews movies https://youtu.be/aq1J3qsr7d0?si=FRiOYUpMisMuYA9I,1
Abangnya AI juga gak ??????,1
Mending jangam tutorial... Meresahkan apa bila diaplikasikan kepada orang yang tidak tepat..,0
"Jadi terjawab ya kemarin rame scan rentina , nah Vo3 ini kepanjangan tangan mereka juga ..???? selamat yg udah scan rentina",1
thank bang good,2
"bang, kok gak ada sambung ke dana atau pay lainnya?",1
Saya udh pake pro tp kok gak muncul video v3 nya bang,0
Klo gk dibayar maling dong namanya atau Jadi Hutang ??,1
palai macbook berapa ya?,1
Saya bikin kok suaranya bisu ter di veo 3 ?ad yg tau solusinya,0
Makin susah nih penegakam hukum. Bukti video bisa dibikin AI,0
Bro tapi aman kan ya walaupun subscribe langganan-nya dalam mode masih pakai VPN?,1
"Jujur , gue justru merasa ngeri dengan perkembangan Google Gemini Vo3 ini...entah berapa juta berita dan fitnah yg bisa dibuat kalo technologi ini dipake orang dg tujuan gabener",0
perhari di batasi yah buat video veo3 nya meskipun sudah pro,1
"Jiwa ""Man of Culture"" meronta melihat kesempatan ini, hihihihihi",1
"Itu bisa ngk bang,KLO pake muka kita sendiri?",1
"Mas saya sdh coba bikin video, tapi suaranya tidak ada,bisu kenapa?",0
satu akun dana bisa di gunain banyak email nga kk,1
Buatkan prompt untuk Google video,1
"Please jangan bikin tutor kayak gini,emang semalem itu ya dikit dikit ai",1
kok saya suaranya tidak ada ya ?,0
China lebih gila lg....disain kapal induk gak sampai sebulan....pdhl negara lain udah tahunan.....,1
Ih serem banget.. sulitnya posisi perempuan di zaman sekarang karna rawan terkena pornografi pake deep fake & video ai ??,0
"Knpa sy buat, suaranya gak ada?",0
"wkwkwk nyiptain dari mana dirimu cuma mengarang, hanya  tuhan aja yang bisa nyiptain sesuatu",1
Kalau pakai video sendiri bang,1
"Menarik. Reaksi orang berbeda2.

Daripada ngeri, bisakah melihat ni juga sebagai peluang atau kesempatan diri ini utk tidak terlalu bereaktif / sabar dengan berita yg muncul? Ga gampang mengiyakan dan sebar hoax.  Peluang berlatih menahan diri, dan makin bijak memilah konten menjadi lbh banyak. 
Itu dari segi non pengguna/penikmat konten.

Dari segi kreator, AI =  peluang, mempermudah bahkan memberi kesempatan utk membuat konten yg bermanfaat yg lbh daripada fitnah. Trgantung mentalitas yg pake sih

Ibarat pisau: awalnya dipake tuk berburu binatang, mungkin utk potong sayuran, tapi ada juga penggunanya  yg make utk membunuh sesamanya. 

Dan ada juga non pemakai yg takut kl pisau bisa dipakai utk melukai dirinya, ada yg biasa2 aja, ada juga yg ngerasa bermanfaat dgn adanya pisau",2
Yang ngeri bukan cuma bisa gantiin profesi manusia tapi juga bisa disalahgunakan untuk hal yang negatif,0
Terima kasih aban..... Udah berbagi ilmunya.... salam kenal dari Timor Leste ????,2
"bang, opsi pembayarannya gak keluar bang
juma debit card",1
klo menu pembayaran kayak e wallet nya ga muncul kenapa ya? cma ada kredit dan paypal,1
"Saya bikin ko gada suaranya bang, gimana cara nya biar ada suaranya",0
"mas gemini saya ndak ada pilihan video, apakah harus gemini pro juga ?",1
Aku nyoba ko ga ada suara ya??,0
Hasilnya Ko gak muncul suaranya ya bang,0
Sangat membahayakan bagi kehidupan manusia. Fitnah akan bisa terjadi dimana mana,0
Bisa pakai foto sendiri gak bang ??,1
nice turot,2
Aku ghak ada tampil vidio,1
Artis bisa gx laku nih,0
krennn asli bang,2
Luar biasa Abang ini tidak pelit ilmu.... ??,2
"Solusi idsh pake prompt bahasa inggris,tapi pas ngomong kok jadi bahasa Inggris juga , solusinya?",0
"Bang gua mau batalkan langganan kok gk bisa ya.
Sudah liat tutor jg??.
tapi hasilnya gagal  seperti yg di short terbaruku bang????.",1
"napa d gua gada pilihan video itu ya, kosong doang d bawah nya",1
ko suaranya ga keluar bang?,0
Pakai hp gak bisa,1
Bisa jadi,1
Makasih,1
??,1
?�@masyawi�jawab bang itu banyak nanya kenapa ga ada suaranya,1
Tambahkan prompt berkata dalam bahasa indonesia,1
Upgrade akun ke pro,1
Mungkin masih veo 2,1
Bisa,1
?�@masyawi�iya bisa tapi harus langganan??. Siap2 Email yang banyak kalau mau gratisan??,1
saya sudah bikin cumak suaranya gak muncul ya. itu gimana cara ngatasinya ?,0
saya tetep buat video manual..karena dari situ sebuah seni dimulai,1
Itu ada ga ya org aslinya..kayaknya ada itu orang aslinya,1
Makasih ilmunya,2
Ini oezil versi Ai bukan muka nya mirip,1
"Dpr , sudah cukup diganti pake ai .
Lebih irit , gak pake tunjangan ??.",2
Bang download vpn pakai hp bisa nggak ?,1
"Videonya berhasil kebuat, tapi kenapa gak ada suaranya ya?",0
Gk bisa ngomong bos,0
"Udah bikin pro tapi ada limitnya juga ini gemini,harus nunggu 1minggu lagi baru bisa bikin video lagi..Aneh ya",1
bang ijin solusi video setelah jadi py sy bisu tidak ada suaranya. sebab dan solusi bang. termksih sebelum dan sesudah nya,0
"Bang kok punyaku gak ada suara nya ya bang .
Bisa bantu bang????
Vidio yg di hasilkan uda sesuai tp suara gak kedengaran.
Di download pun sama ga ada suara",0
lah bang kok gw gabisa download di hp,1
ini delapan detik kak?,1
"Kalau mau bikin video yg lg hits di wisudaan anak2 sekolah gitu, yg mereka berubah jd sesuai sama cita2nya gitu, pake app apa ya? Adakah yg tau?",1
"Pake qwen ai gratis unlimited
Bang tapi gakbisa ngomong cuma video",0
Takuuuut jadi pemicu perang dunia ke-3,0
"u ntuk panjang video hanya 8 detik aja ya bang ?
Bisa pake photo atau gambar muka kita ga bang ?",1
kok saya pake ekstension yang sama tapi pas d instal jadinya beda ya bang?,1
Apakah ini cikal bakal Skynet ???,1
Pastikan settingan vpn sesuai tutorial,1
Video manual cocok untuk vidro profesional kelas atas ??,1
Ai mengkombinasi data yg dipelajari,1
Semoga bermanfaat,2
??,0
Aku sih yess ??,2
Pakai vpn yg di playstore,1
Mungkin masih veo 2,1
Masih veo 2 itu,1
"Namanya gratisan, bikin akun lagi ??",1
"Mungkin masih veo 2, pastikan settingan vpn nya benar",1
"?�@masyawi�vpn nya pke jenis lain, tpi pke USA bang. sy cb buat sampai 3x tetap sma tdk ada suara.dan video durasi mentok 8 detik sja.",1
"Mungkin masih veo 2, pastikan vpn nya bener",1
Betul,1
Perang AI ??,1
Cuma 8 detik,
Pengen ketemu Mas owi dan kang wiwin,1
Bang kenapa gw bikin GK ada suaranya yh,1
"Blm sebulan jg psti udh hrs berbayar,gsmudah gnti gmail lain..nmynjg promo??",1
"Bang mohon pencerahan semua udah di ikuti plek, dna hasilnya video AI nya ngomong inggris, udh di ubah ketikan nya pakai indo tetap aja ngomong inggris, solusi ke suara indo gmn ya bg?",0
Bg.. itu kata katanya kita sendiri yang buat apa mmg uda di atur sama veo 3nya?  Uda gitu bisa gak bg buat video veo3 pake wajah kita?? sendiri??,1
kok google gemini saya nggak ada videonya ya apa harus upgradekah ?...kl upgrade ternyata berbayar,1
Aku punya ide,1
"??: tetap untuk kalangan yg ber uang saja yg bisa membuat nya ?? yg minim pendapatan.. Nanti� dulu saja & SEBAGAI penonton.. Jangan mudah langsung percaya tentunya yg berkaitan rada fatal, pikir 2x atau lebih + cari informasi dr sumber lainnya",1
Gk ada suaranya,0
Sudah veo 3 pkai vpn amerika tp tdk ada suaranya,0
bang cara ubah nya ke bahasa Indonesia,1
sudah buat bang....tapi suaranya gak keluar,0
Kak ada kelas mau belajar,1
"Bang tanya, web AI apa yg bisa menampilkan texts dilayar video dari percakapan yg ada di dalam video?",1
Bng sepi bnget upload video gaada yg nntoj??,1
"Hari ini ilmu dan kemodrenan tapi kedepannya mungkin ini yang akan menjadi alat huru hara besar karena akan lebih gampang memfitnah dan mempropaganda Denga se asli ini,selamat datang di dunia tipu tipu,..",0
bang itu bisa ganti muka ga yaaa,1
"Dari video2 MONAS yg tidak mirip monas sama sekali mengindikasikan, landmark kebanggaan indonesia itu belum dikenali secara global termasuk oleh algoritma AI, google dan platform2 pencarian data/info/gambar berbasis komputerisasi.
Mungkin kalau menara eiffel, patung liberty, opera house sydney dan landmark2 kota2 global dunia akan dengan mudah algoritma AI memunculkannya dengan presisi persis seperti asli.",0
"Aku barusan test VEO 3, cuma bisa prompt text to video. Tidak bisa prompt image to video. Benarkah?",0
"Gw berhasil bikin videonya dengan sedikit modif prompt nya bang, first try, tapi gada audionya",0
mantap bang,2
Klo pke iphone  gmna bang?,1
"Aktor, aktris, sutradara, kameramen, dsb langsung jadi pengangguran",0
"kak @masyawi aku udah coba, tapi ko audionya ga keluar yaa ?",0
Punya saya akun pro kok veo 2 kemana ya bang?,1
Wong ngendi mas,1
1 hari berapa kali bisa bikin ?,1
Punya saya kok hasilnya bahasa Inggris padahal skripsny Indonesia. Sebaliknya skripsi nya inggris tetap sama aja hasilnya bahasa inggris,0
Makin hari makin canggih ai nya,2
Bang saya jualan es teh dangan brand es Teh Kampoeng.bisa ga bikin video orang minum es teh.buat promosi di Facebook.,1
Wajahnya diganti wajah kita bisa gak kak,1
Mantap tutornya bang,2
susah ya saya selalu bahasa inggris trs gak bisa bahasa indonesia,0
"Orang luar negri main vo3 juga gk si? Soalnya saya cari hasil video orang luar negri nggak ada
Semuanya muka orang indo",1
"Q dah buat sesuai promp,tpi kok gk da suaranya saat berbicara y bang?",0
Kalau suaranya ga ada kenapa ya bang,0
Di hp bisa ga,1
Jangan jangan mamarica buat info sirael dari ini.... waduh ....,1
"ini jgn2 yg di video masyawi bukan asli ,alias  AI , hehehe",1
Tidak bisa,1
kesini gara gara tiktok,1
Menyeramkan Indonesia harus ada aturan khusus untuk AI ngak boleh ngegampangin aja bisa buat fitnah,0
Bisa pake wajah sendiri bg?,1
"bg, udh aku instal vpn dan alurnya sesuai tutorialnya, tapi pilihan videonya g kluar ya bg??",0
Bang kalau pake muka sendiri bisa gak,1
bang veo 3 max durasi berapa menit,1
"Apakah videonya tidak bisa pakai video wajah kita bang, atau emang random gitu",1
"bahaya, bisa disalahgunakan, dan akan makin banyak orang bodoh dinegara ini, karna kebebasan berpikirnya dibatasi Ai",0
Kenapa gak ada suara bang,0
"Yg masih di takutin,pas mau berhenti langganan,AI udah ambil sendiri dananya dari m-bankingmu ??",0
"The world is ending with AI
Not only food are fake today even OUD is also fake these days they know nothing about the real pure wild very old authentic OUD like mine",0
bang gw dah nyoba koq ga ada suaranya  ya ?,0
Bang ko hasil video gua kga ada suara nya?,0
Bang kok punyaku gak muncul suaranya?,0
AI mengerikan :face-blue-smiling:,0
hanya 8 detik ?,1
"Bentuk monasnya kok beda yah, lebih kurus dibagian atasnya",0
"Yang asli jadi samar
Yang Maya jadi realistik
...
Yang kerja asli ( buruh , tukang , dagang ) cuma dapat 100 ribu per hari
Yang ngonten, ngoprek PC , ngoprek tiktok
dapet 1 juta perhari
. . .
Ulama mondok belasan tahun ilmunya luhur jam terbangnya lama hidupnya sederhana kurang tersohor,
Ulama modal viral ilmu dangkal bnyk gaya , sering kontroversi , bahan da'wah modal hp , hidupnya sohor hartanya megah
. . .
Selamat datang di penghujung dunia !!!!",0
"Coba bang buat prompt nya itu misal wajah abang sendiri atau wajah kita sendiri, thanks bang ??",1
Video saya kok bhs nya inggris terus ya jadi nya kak solusi gmna kak,0
Sama,1
"Ya ngonten, ngoprek pc dll bisa mahal bayarannya karena ilmu dan sekolahnya jg mahal om, semua sudah sesuai porsinya, mau bayaran lebih tinggi ya value diri sendiri juga d naikin, Kalo cuma mau modal fisik kuat bayaran mahal ya jangan jadi kuli atau dagang keliling, jadi petinju professional aja om",1
"Wajar IQ mereka lebih tinggi, dan sekolah mereka pun lebih mahal, jadi sesuai",1
Ulama yg benar tidak mengejar harta atau gelar yg anda maksud,1
Bang kok bahasanya inggris ya bang,0
Bang kalau wajah nya pakai wajah kita bisa gak bang??,1
Di Gemini saya gak ada buat video gimana tuh ...,1
Apakah wajahnya bisa mirip si pembuat kah,1
Ko nga ada suaranya bang ?? Mohon arahannya,0
Kenapa yg saya gak ada suara nya,0
Menurut prediksi saya semua pekerjaan saat tahun 3000 akan binasa,0
Ko aku nga muncul video digemini bang,0
Saya kena limit . Harus nunggu tgl 13 baru bisa pake ?????? kampret emang,1
Mantep mas e...,2
bang ko gua masih veo 2 ya padahal udah paakai vpn,1
Prompt nya bahasa indonesia tapi hasil videonya bahasa inggris ka?,0
ini  ngeri banget..klo sampe ada yg g sengaja mukanya mirip banget sama hasil Ai..trus adegannya porno atau melanggar hukum..dan kreator g menginfokan klo itu hasi generate AI..wah,0
Jika dengan foto kita sendiri bisa ngga,1
Skrang ada yg bahas politik pake karakter ai dengan mirip manusia real ??.,0
Kalau pakai iOS gimana bang gak ada playstore nya,1
mas kok di gemini sya ngk ada tombol video ya?,1
veo3 bikin di batasi ya bang sehari atau bagaimana bang..,1
"Pengen liat cersil Kho ping hoo,, seri pendekar sadis,, bijimane cantiknya Toan Kim Hong,,
??",1
Bisa ganti wajah orang nya gak,1
"Lho lho lho,, WTS GEMINI PRO 1TAHUN MWURAHHH",1
"kak, terimakasih banyak untuk tutorialnya, tapi kenapa setiap saya buat bahasanya jadi ingris terus ya kak di videonya? ada settingan atau promt khusus kah supaya jadi bahasa indonesia di videonya?",1
kok gemini saya tidak ada bagian video nya ya,1
Gw dah nyobain kok ga ada suaranya yak,0
Jangan buat ea banyak orang menyalahgunakan banyak orang menyalahgunakan ai 1:03,0
"Monasnya yang ngebug.. Itu bukan monas, itu mah Bung tower",0
Kok gw kena limit ya BG saat buat vidio v3,1
"solusinya bangg, punya saya masih veo 2 ya munuclnya, apa karena beda VPN , VPN yg saya pakai turbo VPN",1
"Cocok untuk editor / calon editor .para konten kreator kreasi tanpa batas...

Biar bisa dpt durasi lebih dari 8 detik gmn ya mas di veo3?

Apa perlu pakai apk lain agar minimal durasi 10-15 detik ?",2
"Bnag, aduionya koq gak bisa keluar ya? cuman teks aja",0
gw buat pake bahasa inggris mulu wkwk,1
"bos, sehari bisa berapa kali tuh generate bikin videonya?",1
Gimana car aktifkan vpn nya gak jelas,1
Kok di aku g ada fitur upgrade,1
kok gua gk ada suaranya ya bg ?,0
"Bang, bisa gak tokoh dalam videonya pake org spesifik yg kita sediakan fotonya?",1
KEREN GILAK..!!! ????????,2
Harus akun PRO,1
Kok gak ada suara nya Ng?,0
Pencerahan nya vo nya dah jd tp gak ada suaranya gans mohon bantuan nya,0
Bayar brp,1
Kak kok aku cuman sehari sudah gak bisa bikin lagi.kayanya kmrin sehari cuman bisa bikin kurang lebih 10. Setelah itu gak bisa lg. Sampai hari berikutnya.,1
mau tutor bikin veo 3 apa mau tutor pembayaran ??,1
Cara ubah ke vertikal gimana bg untuk video shory itu kan landscape,1
Perlu pakai VPN gak,1
trus utk gambar yg bicara itu gmn bikinnya..?,1
"Mohon bantuannya kok saya buat vidionya ngomongnya pakai bahasa Inggris yaaa, biar bisa berbahasa Indonesia gimana caranya yaa..",0
?? KALAU KONTEN KEK GINI ADALAH UJUNG2NYA PROMO JUALAN LAYANAN BERBAYAR BETLANGGANAN!!!,1
Bang kok di saya gak bisa bahasa indonesia percakapan nya,0
Vpn nya kok tidak tersedia ya mas,1
Kok punyaku ngk ada suaranya ya,0
Kok punyaku ndak ada suaranya yaa ?,0
"ijin menyampaikan min.. saya cek di aplikasi Google One udah banyak yang mengeluh tentang saldo mereka terpotong sendiri senilai 340an ribu lah.. ada  banyak kasus, seperti dana yang terpotong sendiri, ada yang merasa tidak berlanganan tapi saldonya terpotong otomatis, ada juga yang sudah berhenti berlanganan tapi masih muncul notif berlanganan.. mohon penjelasannya lebih lanjut. terima kasih",0
Bang punyaku ko kena limit ya padahal udah berlangganan,1
Ga ada suara nya knp ya,0
akun ini cuma yang bisa menjelaskan detail dan paham serta work,1
Bang hasil saya kenapa selalu berbahasa inggris ya... mohon pencerahannya. Terimakasih,0
"om, punya saya ko ga muncul suaranya kenapa ya?",0
"ngasih tutor setengah setengah. harusnya cara bayarnya gimana sampe finish yg free , saya pake akun gopay sama DANA ga bisa karna ga ada saldo nya.",1
Kok gw gda suaranya ya bg,0
"Ini aja masih versi yang Proprietary / closed source (veo, sora, dll). Bayangin yang versi open source yang nggak ada sensor, beuh ngeri dah. Gak kebayang 3�5 tahun ke depan bakal kayak gimana. Pasti makin banyak orang yang dirugikan, terutama buat penipuan sama manipulasi. Hati2 ges sekarang mah jangan asal upload foto/video pribadi (terutama yg muka kalian terliat jelas) di sosmed.",0
Gratis,1
klo pake foto kita gimana bang,1
Bg klau dari foto bisa gerak itu gimana yaa,1
kok punyaku gak ada suara,0
Ds,1
kenapa ya kok bikinan sy gak keluar suara ngomongnya,0
"1:36 hoax kenapa gw bilang hoax? 




Soalnya nonton tutor ini kan otomatis pake kuota/wifi yang pastinya gak gratis jadi masih make biaya dong wkwk canda doang bg gabut doang gw btw makasih ????",0
Bisa jadi muka kita dan suara kita yang akan disana dan di tonton orang-orang,1
"kentutttt....kudu langganan dulu,, klo itu mah udh tauuuu??",1
"bnyk manusia� bodoh,guoblokk termasuk gue??yg terlena dg sosmed,,game,,vc,skrg veo3 dgn begini jd bnyk toh gen_z sibuk maen hp??",0
Kok gak ada suara bg,0
"saya sdh coba buat video di Gemini bang, berhasil sih tp kok gk ada suaranya.. apa karena saya buatnya di hp?",0
NGERI GA LAMA LAGI AI BAKALAN MENGUASAI DUNIA,0
Bang punya saya kok bicaranya bahasa inggris ya? Cara robah bahasa nya gmn bang?????,0
"AI sering disalahgunakan buat promosi produk abal abal, media penipuan mengatasnamakan bank apa, dan alat propaganda",0
Bg kalau akun kita udh pro tp pas buat video gadak suara nya gimana ya bg,0
Bahaya makin banyak orang rebahan di dunia??????,0
"Bang punyaku kok gk ada fitur videonya ya, padahal uda pakai vpn",0
punya saya ko hasil videonya gk ada suara ya?pdhal udh pake vpn juga,0
"Videonya cuma bisa 8 detik, apakah bisa sampai 30 detik gitu",1
Tapi sayang tidak bisa menggunakan foto??,1
Pinter juga anda saya tak kepikiran????,1
Keren.. terim kasij ilmunya....,2
"kalau tidak ada menu ""buat video"" kenapa ya?, cuma ada deepresearch dan canvas aja",1
kalo fitur video tidak muncul di gemini itu kenapa ya ?,1
bang videonya uda berhasil saya bikin tapi kok ga ada suara orangnya?,0
Mas yawi udah coba pake Google Gemini cuma kok bahasa yang pake Bahasa Inggris ya beda sama mas yawi bahasa Indonesia,0
Kalo buat nya di hp bisa gk ya?,1
"bang, kalau mau ganti wajah nya apakah bisa?",1
terimakasih tutorialnya kak.. Sudah saya coba tapi kok gak ada suaranya yaa.. gimana solusinya.. Terimakasih,0
Prompt nya Bahasa Inggris tapi videonya bisa bahasa Indonesia?,1
Katanya gratis ko berbayar,1
ko video hasilnya yang saya buat tidak ada suaranya ya mas ?,0
"Udah pake vpn & gemini pro.
Malah kagak muncul veo 3.

Btw aku pake hp. Apakah harus pake pc / laptop",0
"hasilnya kok gak ada suaranya ya bang?
mohon petunjuk",0
4:22 cara bikin akun pro,1
Punyaku kok gada suara nya ya bng,0
Gabisa didownload gw trus terbatas juga??,0
Kenapa di opsi lain pembayaran saya gk ada pilihan gopay dan lain2 nya ya bang ?,1
"kena limit, mana 2 minggu lagi gila",1
kenapa aku buat suaranya ga ada ya?,0
cuma maksimal 8 detik,1
Gratis 1 bulan,1
P,1
"Download vpn ko ga bisa ya? 
Buat dihp",1
Ngeri bgt,0
bisa lebih dari 8 detik ga ya?,1
Bikin versi ai yang pika art juga bang,1
Siabangnya juga ternyata videonya hasil veo 3??,1
"Ngeri uy walau ga mau pake setidak nya tahu gimana cara kerjanya 

Gw ga bisa bilang moga moga ga di salah gunain pasti di salah gunain ni tinggal edit dikit warga fb pada percaya pemandangan AI aja like ampe ribuan 

Doa ku ya moga moga keluarga ku aman ini masi awal belum 1 tahun lebih tambah ngeri",0
"udah coba, tapi gak ada suaranya",0
Kunti,1
para manusia yg ingin menciptakan manusia yg menyaingi tuhan.,1
"Kok bahasa inggris di saya, cara ubah nya gimana yaa?",0
Anjir ngeri banget ??,0
Gk bisa konsisten ya characternya?,0
Tapi buku pisik juga enak buat orang yg mata ngeliat layar terus,1
"saya hasilnya gk ada suaranya sama aja kayak veo 2 ? padahal VPN aktif server USA , dan sudah VEO 3 juga namun setelah generate gak keluar suara, mohon pencerahannya",0
"saya sudah coba ikutin tutorialnya bg, udh pake vpn tapi kok ga muncul ya fitur veo 3 nya?",0
Udah buat ngapa muka nya beda ya kalau banyak orang di belakang nya  kudu pake ai faceswap tapi tetep beda solusi hu ??,1
Jadi inget pernah baca bahwa beberapa sekolah di negara lain mulai mengajarkan AI di sekolah. Menurut saya ini penting banget dalam mengajarkan generasi selanjutnya agar melek literasi media. Orang Indonesia masih mudah dibohongi oleh media.,2
Veo3 Bisa suport voice over atau voice clone ga?,1
Video gua kok ga ada suaranya ya...,0
ini nanti berbayar kah?,1
om aku ko ga ada opsi tambahkan pembayaran lokal ya,1
Ko bikin gada suaranya ya,0
"kok kena limit yaa, apakah ada batasan padahal udh langganan",1
"Ai salah 1 tools untuk menonaktifkan peradaban manusia, sekilas nampak sangat bagus & membantu, tapi sebenarnya sangat letal.",0
"VPN terhubung dan server USA , bahkan mengikuti tutorial, namun tetap tidak ada suaranya. mohon pencerahannya...",0
Namanya ngeri kalo ilang 1 huruf,1
Terimakasih mas,1
"bro @masyawi kok di akun aku gkada video yaa...cuma ada deep research dan canvas, gimna yaa cara menampilkan video tnkyu bro...",1
"Saya udah coba tapi pas berbicara kok gak ada suaranya ya ? Cuma komat kamit tanpa suara , Kenapa coba Mas ?",0
Kalau ketik AI di baca veo bakal a ai tapi kalau ketik A'I bakal di baca AI.,1
ko ga aada video ya bang,0
Kok punya saya ngomongnya bahasa inggris terus ya,1
Tapi sayang tidak bisa menggunakan wajah sendiri,1
Keren bgt seluruh video ini AI semua  keren. Bahkan mas kacamata itu AI kan ? ??,2
Loh katanya gratis bang ????,1
"Bang kok saya buat hasil vidio nya selalu make bahasa inggris yaa, padahal tutor nya smua udh di ikutin+saya nyalin di gpt nya juga make yg bahasa inggris.... Mohon masukannya para suhu??",0
"doesn't work! padahal udah lokasi US, cek pake myip atau mycountry juga US, tapi ga ada tab video di gemini, keknya google udah fixed issue",0
penipuan video call akan semakin ngeri...,0
Kenapa saya keluar nya veo 3 bang?,1
Gratis 1 bulan,1
?�@masyawi�pembayaran nya di batalkan atau gimana ?? Kan ada suruh bayar,1
Aku sdh veo3 tp pas jadi g ada suara nya,0
"Hadits 1: Siksaan Berat Bagi Pembuat Shurah

???? ?????? ??????? ????? ???????? ?????????? ?????? ??????? ???????? ????????? ??????? ????? ??????? ???????? ???????? ?????? ??????? ?????? ???????????? ???????????????

Dari Abdull�h (bin Mas�ud) semoga All�h meridhainya, dia berkata: �Aku mendengar Nabi Shallallahu �alaihi wa sallam bersabda: �Sesungguhnya manusia yang paling berat siksanya di sisi All�h pada hari kiamat adalah orang-orang yang membuat shurah (patung/gambar makhluk bernyawa)�. [HR. Al-Bukhari no: 5950]

Hadits 2: Pembuat Shurah Akan Dituntut Memberi Nyawa!

???? ?????? ??????? ???? ?????? ????? ??????? ????????? ????? ??????? ??????? ?????? ??????? ???????? ????????? ????? ????? ????????? ??????????? ?????? ????????? ???????????? ?????? ???????????? ??????? ?????? ???????? ??? ??????????

Dari Abdull�h bin Umar semoga All�h meridhai keduanya, dia bahwa Ras�lull�h Shallallahu �alaihi wa sallam bersabda: �Sesungguhnya orang-orang yang membuat shurah-shurah ini (patung/gambar makhluk bernyawa) akan disiksa pada hari kiamat. Akan dikatakan kepada mereka: �Hidupkan apa yang telah kamu buat�. [HR. Al-Bukhari no: 5951; Muslim no: 2108]",0
Pake VPN data aman?,1
Kok aku nyoba gak ada suaranya ya. AQ pake hp,0
Bng gya coba bikin tapi suaraya kaga ada kenapa ya,0
sampah,0
Durasi video maksimal yg bisa dibuat brp detik bang?,1
Ko punya saya masih bahasa inggris ya kak ?,1
kalo video nya ga keluar Suara solusinya gimana bang ? cuma video pertama aja yang keluar,0
Jangan jangan Abang ini ai juga,1
kalu lewat hp bisa ngga buat ini,1
durasi cuma bisa 8 detik?,1
Ini emg cuma bisa 8 detik ya?,1
Lu juga mirip buatan Ai bg????canda????,1
Kalau diganti wajah kita gimana bang ?,1
video ini jangan2 palsu juga...,1
"2/5 th lagi puncak teknologi programmer akan bertemu puncaknya...
sampai saat ini hanya penyempurnaan"" saja..

kita harus siap untuk itu. tetap waspada,sempat""kan saling berkonunikasi secara langsung dan bersosial di dunia nyata..

kesehatan mental tidak bisa dibayar dengan ilusi.",0
Kalau ga ada suaranya kenapa ?,0
"Maaf Bang,  kalau videonya mau dibikin portrait pengaturannya dimana ya?",1
Bikin konsisten karakter gimana?,1
Betul,1
Asli dari pabrik nih,1
Masih veo 2,1
Masuk ke google workspace segala,1
pnyaku kok ga ad suara ya?,0
Nggak bisa connect ke VPN-nya,0
Bang kalo opsi pembayaran lagi gak ada ewallet harus pilih apa ya biar aman?,1
bang saya bikin kok ga ada suaranya ya,0
Keren kontennya.. tapi ngeri juga.  Akan makin sulit membedakan mana yg asli n mana yg fake,0
Sukses selalu masyawi,2
"bang hasilnya sudak ok tapi tidak kluar suaranya, gmn caranya",0
"Bang, saya coba pake prompt yang sama cuma hasilnya karakter nya kok nggak ngomong ya. apa yang salah ya? mohon bantu bang. terima kasih",0
Saya coba buat tp ko ga ada suara nya ya,0
"kok nggak ada suaranya punya saya, cara nambahin speech nya abagaimana ya",0
kak saya udah pakai vpn udah google pro tapi kenapa masih veo 2,1
mungkin orang awam apalagi yang belum apa itu AI mungkin ini bakal di kira asli dan ya ini sangat bahaya kalo di lakuin sama orang yang gak bwrtanggung jawab,0
"AI ini, sebagaimana teknologi lainnya, ibarat pedang bermata dua. Digunakan dgn niat baik, jadi sarana berbagi ilmu dan kreativitas. Digunakan dgn niat gak baik, dan dishare di grup keluarga, waduh... Alamat ribut gak tuh...
Sobat2 yg mau belajar AI, monggo. Dipersilahkan. Untuk nyari uang, juga monggo.
Cuman, gunakan dgn bijak ya... Jangan digunakan buat hal2 yg gak baik... Sebab, orang lain bisa terkena dampak buruknya, bahkan mungkin juga, orang2 terkasih di sekeliling anda.",2
kok punya ku hasilnya gak ada suaranya ya bang?,0
"makin gilaa aja sich ai , alat propaganda dan fitnah terbesar...",0
Punya saya gak ada suaranya itu kenapa ya,0
"generate video terbatas, dan harus nunggu sekitar 2 mingguan lagi . padahal udh pakai yang langganan siswa 15 bulan.",1
lumayan sih hampir mendekati ril. yg bentukannya aneh aja ibu2 fb percaya apalagi ini,2
"gokillll, thankyou bang tutornyaaaa",2
bang ko video yg gua buat ga muncul suaranya ya ?,0
Bisa ganti muka kita nggak bang,1
Bang ko gua coba ga ada suara nyaaa,0
MENGERIKAN SEKALI... terima kasih konten bagusnya kak ??,2
Kok suara nya ga keluar di saya ya bg?,0
Cara menggunakan wajah sendiri gimana bang,1
"Wajib subscribe ya bang?
Mentok di 5x generate",1
Sdah pakai vpn dan gimini upgred pro gimini...dan egk ada suaranya bang,0
"Bang , lo itu ngomong pake AI jg ?",1
ngilangin watermark nya gimana bang???,1
Tapi gak bisa bikin cerita panjang ngomong nya cuma singkat singkat,0
kamu sendiri AI bukan bang?,1
So hear me out...,1
Kalo lewat hp gimana,1
Bang kalau mau buat dengan wajah foto yang kita beri apa bisa ? Terima kasih,1
Mantap emang google veo 3 ini ????????,2
Tempat studio video nya Ai apa bukan tuh bang? ??,1
