comment,label
apakah konten ai masih aman kak?,1.0
sory tanya saya bikin tidak ada suaranya,0.0
ninggalin jejak,1.0
sumpah kok gua tenang ya sama vidio nya????,2.0
"nah gini make ai sesungguhnya,lagi ka udh fllw nih",2.0
terimakasihh bang ilmunya,2.0
ini tu harus update k versi gemini pro. tapi pakai uang jaminan. q ada uangnya tapi kiraï¿½ uang q bisa balik tidak entar?,1.0
"aamiin, makasih",1.0
kok punyaku bahasa inggris munculnya,0.0
"mungkin masih veo 2, pastikan vpn nya bener",1.0
dari sini ai udah mulai menggila.sekitar 10-20 tahun.ai akan menjadi penguasa dunia,2.0
"plss aku suka video ai yang gini, seru aja gt",2.0
? sekali dan itu bisa memangkas waktu berhari-hari kalau kita buat secara manual.... ok salam kreatif gan ????,2.0
coba bikin video jaman voc kak,1.0
krennn asli bang,2.0
mengerikan sekali... terima kasih konten bagusnya kak ??,2.0
makin ngeri teknologi jaman sekarang,0.0
takut...,0.0
itu ciptaan ia juga??,1.0
tai kau nii,0.0
"mohon ijin bertnya mas, saya sudah mencoba menginstal vpn chrome tapi tidak bisa dijalnkan vpnya..mohon solusinya makasih",1.0
"next cara akses, veo di google coolab bg",1.0
"punyaku kok tidak kluar audionya ya om, padahal udah ngikutin prompt nya.",0.0
ini video ai jg apa gmana?,1.0
bang koq gwe bikin malah bahasa inggris ya ai ny ngomong,0.0
apakah ini cikal bakal skynet ???,1.0
? .1 kalau menambah kredit gmna caranya ? saya sudah merasakan manfaatnya. sudah buat satu dan sangat mudah dan menarik. kreditnya nol sekarang tidak bisa dipakai lagi untuk generate ke animasinya .. mau upgrade atau berbayar gmna caranya,1.0
bro tapi aman kan ya walaupun subscribe langganan-nya dalam mode masih pakai vpn?,1.0
"kita juga masih dalam tahap pengembangan dan masih terus menggali ilmu teknik editing yang bagus, pantengin aja chanel ini nanti kalau ada waktu luang akan saya buat video tentang editing....",1.0
mas yawi udah coba pake google gemini cuma kok bahasa yang pake bahasa inggris ya beda sama mas yawi bahasa indonesia,0.0
bang saya bikin kok tidak ada suaranya ya,0.0
gabung,1.0
kok di aku prompt b inggris tapi kok hasil videonya ttp b inggris bukan b indonesia kayak di atas,0.0
"blm sebulan jg psti udh hrs berbayar,gsmudah gnti gmail lain..nmynjg promo??",1.0
? kalau menggunakan website ini buka aja di browser dan ubah modenya ke dekstop biar tidak bingung pas nyocokin dgn video tutor yang saya buat ini...,1.0
2-3 tahun lagi mulai berkurangnya talent iklan ini ??,0.0
kok tidak ada suara ya kk cuma text doank,0.0
"bang ku ada ide, bikin meme dongeng2 habib yaman pasti meledak tu????",1.0
"hehe iya gan, tapi untuk video ini saya usahain buat kreator yang masih pemula dan minim modal saya kira cara ini akan sangat membantu, tapi kalau buat anda yang pasti sudah sukses, berlangganan dengan ai manapun pasti mudah karena budged sudah mumpuni, jadi harap dimaklumi buat yang masih pemula seperti saya ini.....pisss ????",2.0
abangnya terlalu cepat tutorial nya susah untuk mengerti cara bikin prom di cgbt untuk pemula kayak saya.,0.0
"tempat ku tidak ada video, adanya foto sama teks??",1.0
video ini jangan2 palsu juga...,1.0
goggle itu buatan amerika ya.. pintar sekali ya mereka ... semua lagi gila ai .. gua yakin pada berlangganan.. 390rb sebulan di kali seluruh bumi.. kaya mereka ??,1.0
"bang untuk versi mobile,bisa gak? atau mungkin ada caranya?",1.0
wah film jepang jadi tidak perlu artis nih,0.0
"aamiin....thanks buat doanya dan doa yang sama buat kamu, hal yang paling membahagiakan buat saya yakni ketika apa yang sudah kita kerjakan bisa membrikan manfaat buat orang lain.",2.0
bang kalo bikin video wajah kita sendiri gemana,1.0
kayaknya emank gitu gan....,1.0
"dari sekian banyak yang sya tonton penggunaan g-veo 3 paling tepat,baru ini yang the best, edukasinya, alur ceritanya, alur fikirnta idenya semua baik dan tepat..????",2.0
"cara vidionya panjang gini gmn ya, aku cmn bisa bbrp detik aja",1.0
kalau dicoba di hp bisa?,1.0
cara agar tidak memunculkan auto caption yang tibaï¿½ muncul saat didalam video itu gimana ya promptnya bang ? btw cara ini bisa g ya diterapkan di deepsek & chatgpt ntar saya cobain deh semoga bisa,1.0
dimna sih ini chat gpt bukan?,1.0
entahlah setiap lihat video video ai makin kesini makin merinding gue??,0.0
jelek: anak di video pertama suaranya kayak orand dewasa.,0.0
"bang minta prompt untuk gemini nya seperti tutorial di videonya donk, yang di deskripsi hasilnya ngaco",0.0
tidak bisa pake bri ya bank?,1.0
kak coba bikin travel edisi diakhir tidak bisa balik kemasa sekarang,1.0
"ok sama"" ??",1.0
"divideo saya rasa udah saya sebutkan gan, silahkan dicek lagi ya soalnya saya rada lupa ini video udah lumayan lama ????",1.0
hehe...iya gan thanks,1.0
keren banggg????????,2.0
bisa dibuat adu domba ama negara lain ni,1.0
klo tidak dibayar maling dong namanya atau jadi hutang ??,1.0
"kentutttt....kudu langganan dulu,, klo itu mah udh tauuuu??",1.0
"iya bg, biasa lg rame banget veo 3",2.0
"saya yess, dengan adanya ai, ati-ati buat yang suka upload foto wajah di sosmed,... ngeri disalah gunakan sama kawans yang haters sama kita.",0.0
tidak bisa pake hp?,1.0
apk nyaa apa mau buat tugasss,1.0
tutupi aja pakai sticker atau videonya perbesar sedikit biar tidak keliatan watermaknya,1.0
"mas masyawi saya barusan nyoba, berhasil berlangganan veo 3. sudah ada tulisan pro di profil & veo 3 di video. tapi kok videonya tidak ada suaranya mas kira2 knapa ya? saya buka veo 3nya dari hp. vpn pun sudah on.",0.0
"saya buat kenapa tidak ada suaranya ya, padahal sudah ikut sesuai prompt nya bang",0.0
"bang mau nanya, semisal kita pakai contoh foto orang yang sudah kita punya dan tinggal menganimasikannya itu bisa ga???",1.0
klo promptnya berbahasa indonesia apa bisa ya pak? hasilnya baguskah?,1.0
bang kenapa punyaku tetep veo 2 ya,1.0
kok aku gada ya kak. opsi pilihan video nya?,0.0
"serem man. ini kayak udah melanggar etika tidak sih, ada etika/batassn tentang kloning, yaitu dilarang kloning mamusia, mungkin sudah saatnya mulai membatasi ai. , mungkin yang ini masih bisa terdeteksi software tertentu kalau video itu ai. tapi masa depan bisa makin sempurna tidak terdeteksi. realita makin kabur.",0.0
"wah....kita belom update info terbaru soal itu, tapi akan saya usahakan kroscek kebenaranya dan kalau ada waktu luang insya allah akan kita ulas juga tapi saya tidak bisa janji itu...",1.0
"kalo orangnya ada 3 gmna ya? soalnya speakernya cmn ada dua, plis jawab heehe ??",1.0
"terimakasih,keren banget ilmunya kk",2.0
"baik insya allah sehabis video terbaru saya yang sedang aku kerjakan ini, akan saya buatkan ulang, tolong mohon bersabar....",1.0
yes,1.0
kak cara bikinnya gimana ini?,1.0
"sudah pakai vpn yang sama tapi hasilnya tetap tidak ada suara, gimana tuh bang?",0.0
? .1 makasih ka,1.0
kalo emak gw lihat vt ini mungkin bakalan percaya ??,2.0
kerennnn,2.0
bisa joki ngga bang?,1.0
coba asal usul gunung padang,1.0
"mungkin masih veo 2, pastikan settingan vpn nya benar",1.0
tutor bg kok selalu bahasa inggris ya,1.0
biar konsisten wajah nya gmn bro,1.0
"thx bang , ai emang sengeri itu sih wkwoakowkoa",2.0
sangat membantu! terima kasih mas.. from malaysia with love ??,2.0
ih serem banget.. sulitnya posisi perempuan di zaman sekarang karna rawan terkena pornografi pake deep fake & video ai ??,0.0
mantap bang,2.0
kenapa yang gua tidak ada suaranya ya bang,0.0
kalo pake vpn ada batas hariannya ngga bang?,1.0
iya sama,1.0
"di saya kok tidak ada ""generate prompt"" ya bang ? cuma bisa ""copy"" doank.",1.0
rapi banget hasilnya ??,2.0
durasi nya tidak bisa panjang ya ?,0.0
"waduh....terima kasih banyak atas pujiannya ini n semoga saya bisa konsisten terus tidak berubah agar bs memberikan pelayanan yang baik buat para pencari solusi di dunia perkontenan.... kita sama"" belajar gan jadi mari sama"" belajar disini ?? maksi doanya, sukses jg buatmu ?? ??",2.0
pake qwen ai gratis unlimited bang tapi gakbisa ngomong cuma video,0.0
brrti yang perlu di pro kan hanya akun gemini nya ya?,1.0
kudu hatiï¿½ ini sih\nai makin real.\ntakutnya ada berita kosong dan masyarakat percaya??????????\ndan buktiï¿½ bisa dibikin/dipalsukan ???????????????,0.0
"kok bisa ya buat videonya yang hanya 8 detik aja,tp figur si cewek nya sama disemua video,saya buatnya sllu hasilny bedaï¿½??????",0.0
buat menggunakan grok ia bang dari step ke step,1.0
tidak bisa,1.0
ai ditangan yang tepat ??,2.0
tapi hasil video saya kok engga muncul suaranya yaaa,0.0
semoga bermanfaat,2.0
video ketiga shootnya mirip iklan ruangguru ??,1.0
pencerahan nya vo nya dah jadi tapi tidak ada suaranya gans mohon bantuan nya,0.0
mungkin orang awam apalagi yang belum apa itu ai mungkin ini bakal di kira asli dan ya ini sangat bahaya kalo di lakuin sama orang yang tidak bwrtanggung jawab,0.0
"njir beneran kayak asli, salfok sama anak kecil yang jongkok sambil liat yang pegang kamera bikin makin keliatan real",2.0
ngeri sih takutnya di masa depan dijadikan alat propaganda,0.0
bisa,1.0
bang ko saya malah ngomong nya pake bahasa inggris ya bukan indonesia,0.0
scene ke2 gokil realistisnya,2.0
"pake frompt bahasa inggris , hasilnya bahasa inggris d tutorial ko bhasanya indo gimana caranya",1.0
bang kenapa gue buat malah orangnya ngomongnya pake bahasa inggris terus yah?? (bertanya dengan nada cherrybell),1.0
"bikin promtnya itu yang extra sabar, untuk membuat beberapa klip. semangat trus kak ??",1.0
gue vpn nya kok kudu bayar ya bang t_t,1.0
bahaya ini,0.0
gan untuk laptop nya biar hasilnya sesuai harus pake spesikifikasi apa ?,1.0
bng gya coba bikin tapi suaraya kaga ada kenapa ya,0.0
"aq juga mau jadi murid nya... bocoran donk, ai mana yang masih kasih poin gratis",1.0
bang ini ngedit di hp bisa tidak ya?,1.0
aku nyoba dari tdi muter2 mulu ngga slsai2 hasilnya...,0.0
tidak bisa connect ke vpn-nya,0.0
"aktifkan dl vpn baru buka gemini, klo msh blm ad suara ganti prompt nya",1.0
auto subscribe klo ini..,1.0
cuma bisa 8 detik ya durasinya?,1.0
ini masyawi kayak ai deh. bikin vlog panjang begini dengan ai gimana cara?,1.0
"? .1 saya sudah upgrade google pro tapi knp masih ada watermark ""veo"" divedeonya ya, bang?",1.0
ilmu daging ini.. makasih omm..??????,2.0
kok gada suaranya ya bg ?,0.0
bikinin bang,1.0
bg sy knp tidak ada suaranya ya,0.0
"lemon slice tidak gratis bg, ada alternatif lain tidak",0.0
"seharusnya sih bisa gan, tapi saya lom coba jadi lom bs mengatakan kepastianya",1.0
kok gemini saya tidak ada bagian video nya ya,1.0
ok thanks gan,1.0
bang kok punyaku tidak ada suaranya,0.0
bang saya tidak ada suaranya????,0.0
pajak ?? pasti gede nih,0.0
"bang ngomong nya kecepetan, frame tiap video nya juga kecepetan sy jadi harus pause video buat pahamin ucapan sama video abang, padahal konten abang bagus sy bisa belajar bikin animasi dari konten ini. usahain jangan terlalu cepet ngomong sama frame video nya bang ??",0.0
koq saya lama ya video nya tidak jadi2,0.0
ngerinyooo,0.0
bisa pakai muka sendiri tidak sih?,1.0
gw ilustrasi kehilangan pekerjaan gegara ai njir??,0.0
saya tetep buat video manual..karena dari situ sebuah seni dimulai,1.0
wajahnya beneran ada apa tidak??,1.0
kalo veo 3 yang berbayar 309rb itu ada limit nya tidak bang buat bikin video ?,1.0
info prompt,1.0
biar kameranya potret bukan landscape gimana caranya bang ?,1.0
ini berarti engga pure gratis ya ? kan di vidio abangnya bayarnya pake gopay,1.0
jaman majapahit dah ada ukhti2 belanja di pasar ??,1.0
tkt banget one day bioskop/iklan ditv /sinetron jadi ai smua??,0.0
"bang,punyaku kok ngmong nya bahasa inggris ya",0.0
"chanel ini memang dikhususkan buat para kreator pemula yang mau sama"" belajar, jadi dengan senang hati jika chanel ini bisa memberikan manfaat buat orang banyak..... selamat belajar dan semoga sukses....",2.0
"buatkan prompt untuk veo 3 seseorang wanita cantik dengan background patung habibi dengan seolah ngevlog selfie sambil berbicara ""tahede ngana ayi piliki, kinapa te lanang ngana beken jadi ba cina"" dengan sedikit marah",1.0
,1.0
siap thanks brother...,1.0
"bisa pakai foto yang kita minta tidak kak, misal upload",1.0
"bang, gw bikin 3 video kok tidak ada suaranya semua ya?",0.0
catatan keyakinanku : kelak manusia secara fisik akan bisa pindah tempat dengan ai,2.0
bang kalo bikin pakek foto kita apa bisa ?,1.0
bisa,1.0
kalo lewat hp gimana,1.0
"kedepannya akan ada profesi yang bakal hilang, ayo semangat kita untuk belajar...belajar biar tidak ketinggalan",2.0
takut banget tibaï¿½ muka gue muncul di video kaya gini garido bngett sumpah ????,0.0
"mas punya saya di opsi lainnya koktulisannya beli saldo google play,,trus ada idr 10,000 credit-500,000 credit itu harus pilih yang mana ????",1.0
"saya copy dideskripsi hasilnya tidak sama,",0.0
saya coba praktekkan tapi kok tidak ada suaranya ya om ?,0.0
orangnya realistis tapi monasnya tidak. kenapa ya?,0.0
tidak habis pikir ????,1.0
"saya sudah subscribe nih,, mudah2an ilmunya bermanfaat,",2.0
"apakah videonya tidak bisa pakai video wajah kita bang, atau emang random gitu",1.0
"yang dimaksud itu tekonya bukan ya? wah jeli banget nih yang komen, saya mh boro2 ngeuh heee",1.0
kok gua tidak ada suaranya ya bg ?,0.0
stel aja kecepatannya ..bisa menjadi 0.8,1.0
gw buat pake bahasa inggris mulu wkwk,1.0
palai macbook berapa ya?,1.0
beberapa kali nyoba tapi kok tidak ada suaranya yang malah jadi video gagu,0.0
ok ini ngeri,2.0
kok lokasi sy ttap terbaca meski pakai vpn ya pak,1.0
sebenernya org2 yang d buat ai ini ad di dunia nyata tidak sih?,1.0
manusia akan jadi bodoh nanti..bila harapkan ai,0.0
"kalau akun yang unlimited, pakai veo 3 sangat mempermudah pekerjaan ini, tapi kalau yang akun pro 1 thn perhari ada limite generate nya, jadi kalau untuk kebutuhan generate berulang cara yang saya share ini sangat membantu ditambah karakter konsisten yang dihasilkan maka bisa buat cara membuat bahan konten jangka panjang",2.0
ka ini gratis tidak ka,1.0
bang gua gada pilihan bayar lewat ponsel?,1.0
pengen ketemu mas owi dan kang wiwin,1.0
"saya udah buat video tutorial itu, cek sendiri aja ga...",1.0
cara pasanf muka kita di videonya gimana bang,1.0
yakin ?,1.0
wajah yang dipakai wajahnya siapa ya? didunia nyata ada g itu wajah orang ai itu,1.0
bang kenapa tidak muncul fitur videonya di google gemini di pc ku,1.0
next level belajar sejarah bisa menggunakan ai seperti ini,2.0
sangat menakutkan,0.0
"veo 2 blm bs berbicara langsung, harus pake tools lain misalnya: kling, sync so, video a2e, dreamina, dreamface dll, tutorial nya pernah ak bahas semua bg",1.0
audio background musiknya gitu maksutmu?,1.0
bang kalau yang didlam videonya itu diri kita sendiri bisa tidak si bang?,1.0
"kalau ada sentuhan manusianya bisa, terlebih jika ada isi narasi tentang apa itu insya allah bisa monet",2.0
keren bang makasih,2.0
ko gada suaranya ya ??,0.0
lu bisa tidak salaman sama prajuritnya,1.0
.1 contoh ai generator lain apa min,1.0
katanya gratis ko berbayar,1.0
kenapa hasil videonya berbahasa inggris ya bang ?,0.0
"bang, kok selesai di generate tidak ada suaranya ya?",0.0
dikasih tau donk akhirnya hanya 3kali regen video doank setelah itu harus nunggu sampe 5 hari wkwkwkwkwkwwkwkw,1.0
bjir realistis bgttt,2.0
upgrade akun ke pro,1.0
kalo fitur video tidak muncul di gemini itu kenapa ya ?,1.0
kaya asli,2.0
.1 aamiin,1.0
aman tanpa musik ??,1.0
ini gratis apa bayar?,1.0
kok punya ku hasilnya tidak ada suaranya ya bang?,0.0
kok bahasa inggris bg kek mana caranya biar bahasa indonesia,0.0
makasih bg,2.0
kerajaan sriwijaya kak?,1.0
"bang mau tanya kok punyaku prompt yang nomor 12.detail pas jadi nya malah detail video yah bukan untuk isi kataï¿½ buat si karakter, jadi pas bikin video karakter nya tidak ngomong apaï¿½ . apa ada yang salah ya aku buat nya???",0.0
? .1 ok bang.,1.0
"menghawatirkan bisa bikin video fitnahan, masyarakat awam bisa langsung percaya video hasil ai",0.0
"ini realistis banget si, baru 2th pengembangannya ud sepesat ini apalgi 5-6 th kedepan, jadi tidak sebayang",2.0
cara ngatasi pas generite animasi error gimana guru?,1.0
ai bagusnya kaya gini buat edukasi,2.0
"waduh kemungkinan sudah diupgrade juga gan kalau seperti itu, emank kebanyakan website ai awalnya ngasih trial biar banyak yang nyoba..... nanti biar saya cek lagi gan info terbarunya soal website ini.",1.0
ko saya gabisa ya bang,0.0
sama2 kak,1.0
"saya sudah coba kak, tapi pas proses animate sering error dan minta ganti perintah. udah ubah-ubah tulisannya tetap masih ditolak. mohon dibantu jawab kak, sapatau ada syarat2 tertentu untuk penulisan prompt.",0.0
"ga, ai gapake muka orang dia buat sendiri",1.0
"aamiin, makasih bg",1.0
kenapa di opsi lain pembayaran saya tidak ada pilihan gopay dan lain2 nya ya bang ?,1.0
bang bikin apk nya pakai android gabisa ya?,1.0
? .1 klo akses whisk tpi apakah memang harus pake vpn ya?,1.0
"oh gtu, siap maazeh, ini ada limit nya ya, tdi saya cuma bisa bikin 4/5video di veo 2?ï¿½ -q9wï¿½",1.0
buat vidio apa yang muncul orang lain bikin vidio ya kita pilih vidio kita terus di pindah kan gitu.kalo itu apa hebatnya tidak bisa bikin vidio wajah kita sendiri,0.0
ini berarti text ke video tidak bisa image ke video ya mas ganteng,1.0
oh ternyata jmn majapahit ada tas modern,1.0
"bisa gan... ini saya buat versi pendek karena menyesuaikan kreditnya,...",1.0
tapi tokoh animasi nya konsisten gak..?,1.0
prompt ??,1.0
mohon jawab prompt agar karakter tidak lypsinc gimana bang,1.0
kak kalau request foto kita sendiri bisa kah,1.0
gratis cuma bisa 4 kali pakai sehari,1.0
"bukan link kk, ini tutorial cara buat aplikasinya, coba ditonton sampe habis videonya",1.0
"pas di animasikan kok mengarah ke g*emini? setelah itu gimana caranya, coba cari di beberapa konten belum nemu bang. tolong bantuannya",1.0
kak di ai audio karna aku pake mac tidak ada tombol download nya??,0.0
prompt nya bahasa inggris kok videonya bisa bhs indo lngsung gituh bang,0.0
ai klo buat ilustrasi gitu bagus njir ??,2.0
asli dari pabrik nih,1.0
mantap bng,1.0
kena cuma ada pilihan canvas,1.0
"cara merubah ke bahasa indonesia gimana ya, karena setelah saya download teks nya masih dalam bahasa inggris",1.0
kok tidak ada suaranyaa ya,0.0
punya saya tidak ada suaranya bang,0.0
ko video hasilnya yang saya buat tidak ada suaranya ya mas ?,0.0
pake veo3 langsung bisa pake voice yaa kak. tidak muterï¿½ gini,2.0
"itu uji coba sebulan, yang vidio cuma bisa bikin 3 kali aja klo untuk fitur yang lain masih bisa. harusnya abangny jelasin juga tapi sama abangny g di jelasin",1.0
"dpr , sudah cukup diganti pake ai . lebih irit , tidak pake tunjangan ??.",2.0
udah buat ngapa muka nya beda ya kalau banyak orang di belakang nya kudu pake ai faceswap tapi tetep beda solusi hu ??,1.0
"kalau berbayar saya lupa data pastinya, tapi kamu bisa cek sendiri di klik akun nanti pilih yang tambahkan poin maka kamu akan diarahkan ke daftar upgrade nya dan kamu bisa cek sendiri di sana ??",1.0
cara bedain suara ai sama asli: suara ai itu hampir semuanya sama dan ada logat khasnya\ncara bedain ai sama asli:kalo ai angle kameranya suka tibaï¿½ ganti,1.0
detikï¿½ kemunculan dajjal..fitnah akan terjadi di manaï¿½,0.0
gw bikin ko gada suaranya yak,0.0
kok sekarang opsi lainnya tidak ada dana dll yah kk,0.0
veo,1.0
saya udh pake pro tapi kok tidak muncul video v3 nya bang,0.0
request majapahit vs kesultanan demak,1.0
bang gw udah bikin tapi tidak ada suaranya gimana ya bang,0.0
pake vpn brow,1.0
"seharusnya bisa selama ada narasi yang kompleks dan ada isi edukasi di dlmnya karena banyak konten sejenis yang monet, dan kalaupun tdk bs monet, di platform lain masih aman",2.0
"pengen liat cersil kho ping hoo,, seri pendekar sadis,, bijimane cantiknya toan kim hong,, ??",1.0
"yahh gagal terus om, banyak antrian",0.0
"kalau ganti evo3 gmna caranya, ?ï¿½ -uz5jlï¿½",1.0
bang kalo opsi pembayaran lagi tidak ada ewallet harus pilih apa ya biar aman?,1.0
kok suara nya tidak keluar di saya ya bg?,0.0
"ï¿½ ¿½ : itu beda boss, kalo muka orang"" terkenal kayak artis, pejabat, presiden pasti tidak bisa soalnya udah familiar foto-fotonya di google... tapi kalo sekedar foto kawan/sodara/tetangga elo, pasti bisa.",1.0
awal datang kehidupan yang banyak fitnahnya??,0.0
lanjut kk,1.0
ternyata jaman dulu itu suasananya tidak kuning ya??,1.0
harus pake vpn?,1.0
? .1 rekomendasi dong ka ai apa yang bagus dan geratis,1.0
ini pake image kita tidak bisa ya mas,1.0
"? .1 siap bang, saya setia menunggu ??",1.0
bang kalau ada 3 karakter dan dialognya tidak sesuai karakter gmn caranya untuk menyesuaikannya yah,1.0
"ai salah 1 tools untuk menonaktifkan peradaban manusia, sekilas nampak sangat bagus & membantu, tapi sebenarnya sangat letal.",0.0
"sangat bermanfaat, bang. semoga sukses selalu. kalo mau nambah kredit di whisk gimana caranya, bang?",2.0
cara wajah orangnya konsisten gimana?,1.0
gabisa di hp ya bg?,1.0
makasih bang,2.0
nah ini yang bener bukan brainrot,2.0
"ngasih tutor setengah setengah. harusnya cara bayarnya gimana sampe finish yang free , saya pake akun gopay sama dana tidak bisa karna tidak ada saldo nya.",1.0
itu pake aplikasi apa kak?,1.0
sama2 pak,1.0
"gue yang denger cover lagu ai aja merinding, ini lebih parah lagi udah jadi video. ngeri banget",0.0
tidak bisa dibagian mananya itu?,1.0
ada vheer itu gratis cb aja,1.0
bang saya coba udah ada ada vido nya kok tidak ada suaranya ya ?,0.0
ngga perlu lipsink lagi..,2.0
,1.0
bang kalau pake muka sendiri bisa tidak,1.0
baru bikin prompt kepala udah loading mulu qkkwkkwkwkw emang g cocok biar kata ai juga,0.0
? .1 amin amin amin,1.0
ngeri tidak lama lagi ai bakalan menguasai dunia,0.0
"info kacamatanya, min..??",1.0
ai di tangan yang benar???????,2.0
"bos, sehari bisa berapa kali tuh generate bikin videonya?",1.0
udah pake vpn tapi masih veo2,1.0
prompt itu apasih bang?,1.0
kesini gara2 vlog mona dan yumi??,1.0
makasih bg,1.0
thanks bang konten mudah syekali untuk dimengerti,2.0
"wah kita belum nemu untuk alternatif lemon slice ini, tapi coba aja hedra siapa tau cocok",1.0
kok aku tidak ada suaranya?,0.0
mbakkkk kok bisa konsisten wajahnya ??,2.0
durasinya cuma 8 detik pengen durasi 60 detik tidak bs,1.0
"solusi gmn,ketika animasikan video tidak bisa..suruh coba printah lain",0.0
"-r4g semestinya bisa gan karena ai dilatih dengan semua bahasa, tapi memang menurut info yang saya dapat hasilnya lebih bagusan kalau dibuat dgn bahasa inggris",2.0
gimana caranya bikin video ai lbh dari 8 detik?,1.0
tidak bisa ngomong bos,0.0
"biasa masalah prompt sm vpn aj itu, reconnect vpn nya dan buka ulang gemininya, prompt nya di cek lg jgn smpe ada kata2 yang ambigu",1.0
lah bang kok gw gabisa download di hp,1.0
bisa pake hp bang?,1.0
ada saran tidak kok hasilnya tidak keluar suara ya,0.0
gw bikin jadinya bahasa inggris trus,0.0
bang ko hasil video gua kga ada suara nya?,0.0
bang vpn nya gratis bang atau gimana,1.0
"luar biasa ilmunya, saya masih pemula oprek di dunia ai, dapat ilmu dari channel ini seperti nemu harta karun, semoga sehat seluruh dan berkah semua ilmunya ????",2.0
kereenn,2.0
semua ai tetap bayar keculai ai whatsap,1.0
gimana cara nya muka nya bisa konsisten mirip gitu kak?,2.0
kalau ingin durasi video lebih dari 8 detik caranya gimana?,1.0
"?ï¿½ ¿½ini yang ditakutin, mustinya pinjol dibikin syarat yang susah biar data2 org tidak gampang di salah gunakan",0.0
keren ??????,2.0
makasih,1.0
"ya emank berbayar, saya juga dapat kredit 10 sama... kalau mau lebih upgrade premium ya...",1.0
kok gda suaranya ya?? vidio yang kita buat,0.0
kok punyaku ngk ada suaranya ya,0.0
"permisi bang nanya bang, gimana kalau untuk audio nya yang sudah ada di rekaman kita, apakah kita bisa masukan audionya dan di bikin videonya sama ai nya?, misalkan kita mau bikin video klip lagu, terus kita masukin audionya biar pas gitu bang?, apakah ada cara buat video klip lagu secara simpel dengan memasukkan audionya ?",1.0
"penggunaan ai yang sangat inovatif dan kreatif.\nbeginilah seharusnya, memberikan pengetahuan serta pembelajaran yang menarik untuk penonton nya.\nlanjutkan terus kakak",2.0
mau donk ka promptnya,1.0
auto teleport mbak,1.0
harus pake gemini pro ya bang,1.0
bang kalo orangnya mau pake baju yang kita upload sendiri bisa ga? gimana caranya,1.0
jln jln dan telusuri istana mojopahit ....donk...????????????,1.0
buat karakter manusia bang?,1.0
makasih om,1.0
ï¿½ ¿½ untuk veo 3 versi gemini ini tidak bisa diri sendiri,1.0
"ini yang saya cari, terimakasih atas informasinya bg",2.0
"bang tanya, web ai apa yang bisa menampilkan texts dilayar video dari percakapan yang ada di dalam video?",1.0
bang ko gua coba tidak ada suara nyaaa,0.0
kalau pake ipad bisa nggk bang?,1.0
hehe...terima kasih ya apresiasinya ????,2.0
tapi jumlah generate nya terbatas mas . sekarang saya sudah tidak bisa lagi buat video pakai veo 3. ada tidak solusinya agar bisa buat videoonya tanpa batas mas ?,0.0
menyeramkan indonesia harus ada aturan khusus untuk ai ngak boleh ngegampangin aja bisa buat fitnah,0.0
klo pake foto kita gimana bang,1.0
"itu bisa ngk bang,klo pake muka kita sendiri?",1.0
bang tolong ko vidio gua gada suaranya,0.0
"ai tidak bikin hasil yang sama, tapi kalo mau request tinggal bilang ke dia",1.0
"kak izin tanya, saya sudah sesuai arahan tapi untuk suara ai nya tidak keluar kenapa ya?",0.0
berbayar pake dollar kk,1.0
pastinya di reset gan 5 generate klo tidak salah,1.0
punya ku gada suaranya kenapa ya?,0.0
"tapi klo mau pakai vid short kan harusnya 9 ;16, ini tidak bs di animasikan. hanya bisa landscape",0.0
anjir vo 3 realistis banget,2.0
hehe...oke thanks gan,1.0
"ohh iya itu promt yang diatas promt yang mau dijadikan video , ada tulisan veo3 preview: bring .... di saya kok tidak ada yah kang",0.0
durasinya hanya bisa max. 8 menitan ya ?,1.0
kok gua kena limit ya?,1.0
orang luar negri main vo3 juga tidak si? soalnya saya cari hasil video orang luar negri tidak ada semuanya muka orang indo,1.0
"ini gambaran kita kalau lagi mimpi, jadi mereka tidak ngelihat kita??",1.0
bang di saya kq tidak ada pilihan video nya yah,0.0
bikin versi ai yang pika art juga bang,1.0
alhamdulillah,1.0
kagak doyan google ??,1.0
"kalau ada narasi mengupas sesuatu misal sejarah dll, insya allah monet ??",1.0
ini harus yang berbayar kan ?,1.0
ttp berbayar,1.0
penggunaan ai yang bener,2.0
bjirr ??,1.0
dan video yang ke 2 tidak ada suaranya gimana solusinya bang,0.0
jujur ini tidak keren sama sekali. bukan tidak menghargai konten abang tapi ini udah melewati batas. bayangkan berapa banyak video ai yang akan salah gunakan nanti?,0.0
seru bangettt plisss?? gen z,2.0
"bang hasilnya sudak ok tapi tidak kluar suaranya, gmn caranya",0.0
sekarang gabisa keluar audionya yah kak,0.0
akses nya kemana ya bang???,1.0
hanya kpd alloh lah kita perlindungan.,1.0
3d disney pixar,1.0
.1 yang kayak wave equalizer..,1.0
kok gw tidak ada suaranya bg,0.0
terus semangat para pejuang keluarga ????????,1.0
yang ini aja dah bikin mengecoh bagi sebagian orang. gimana kalau dah sempurna jir,0.0
bang jangan pakai negara amerika kan katanya kafir ???? non halal,1.0
vpn nya yang rekomen apa kak?,1.0
prompt ????,1.0
"broo, ini ada batasan pembuatan video nya ga? misalnya perhari cuma bisa beberapa kali",1.0
sudah buat bang....tapi suaranya tidak keluar,0.0
takut banget ada muka gue,0.0
